ID,Age,Education,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse,Gender_Female,Gender_Male,Country_Australia,Country_Canada,Country_New Zealand,Country_Other,Country_Republic of Ireland,Country_UK,Country_USA,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Mixed-Black/Asian,Ethnicity_Mixed-White/Asian,Ethnicity_Mixed-White/Black,Ethnicity_Other,Ethnicity_White
476,4,8,33,46,47,42,45,1,0,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
477,3,8,25,46,43,48,48,2,3,3,1,0,0,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
478,2,8,52,33,50,31,39,4,3,6,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
479,2,6,50,35,41,35,32,7,8,6,0,1,6,6,2,5,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
480,1,8,40,45,44,49,46,3,6,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
481,1,5,40,37,55,52,44,4,7,6,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
482,0,7,47,34,45,34,37,1,3,3,3,0,3,6,3,4,3,0,3,3,3,3,3,3,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
483,2,8,46,41,48,42,46,4,7,6,2,1,6,6,3,5,2,0,2,1,1,0,1,2,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
484,2,7,29,39,48,44,52,2,5,0,1,0,0,6,6,2,1,0,1,1,0,0,1,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
485,1,8,48,43,55,45,48,4,3,2,0,2,2,5,6,5,0,0,4,0,3,2,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
486,2,1,30,46,42,48,40,1,2,4,1,1,0,6,6,6,1,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
487,3,1,31,42,35,50,36,1,3,6,0,1,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
488,1,3,50,28,53,38,31,2,2,5,5,0,2,6,5,4,0,0,0,0,0,2,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
489,2,3,53,27,54,36,44,4,4,4,0,0,6,6,6,6,1,1,0,1,0,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
490,1,1,40,30,47,48,39,3,9,6,3,2,2,6,6,6,3,0,3,0,0,3,0,0,2,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
491,0,4,54,30,48,30,29,3,6,3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
492,0,7,26,47,52,34,31,2,9,5,0,0,0,6,6,5,3,0,4,0,3,4,4,0,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
493,3,6,42,45,49,41,36,7,10,5,1,1,1,6,6,5,1,1,1,1,0,0,1,1,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
494,0,3,27,43,49,47,42,4,7,6,2,2,0,5,6,4,3,0,4,0,2,3,0,0,3,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
495,0,6,41,36,52,43,44,6,8,5,0,4,4,6,6,5,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
496,0,7,43,28,52,35,29,1,4,6,0,0,0,6,3,5,0,0,5,0,3,3,4,0,4,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
497,0,6,25,37,49,47,43,1,5,4,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
498,4,7,28,41,50,47,48,1,4,3,1,0,1,6,2,6,1,0,0,0,0,3,1,4,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
499,1,5,36,48,60,39,42,2,6,6,2,2,2,6,2,6,2,0,2,0,0,0,2,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
500,1,1,35,36,52,46,36,3,6,4,1,1,0,6,6,5,1,0,1,0,0,0,1,0,1,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
501,4,7,49,35,55,42,27,6,9,5,1,1,3,6,6,6,2,2,2,1,0,2,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
502,2,6,36,43,40,38,49,5,8,3,0,1,2,6,6,6,4,0,4,0,0,3,0,0,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
503,1,6,30,39,36,43,39,6,0,3,1,0,0,6,2,5,0,0,1,0,0,0,0,2,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
504,0,7,22,44,44,39,40,5,8,5,0,0,0,6,6,6,0,0,0,0,0,0,4,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
505,4,6,36,38,44,38,46,7,8,1,0,1,4,5,5,4,1,1,0,0,0,6,1,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
506,2,1,35,40,44,43,45,1,2,1,0,0,0,6,6,5,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
507,3,6,40,43,48,36,33,6,6,3,1,0,3,6,2,6,2,0,1,0,0,0,1,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
508,2,8,31,44,52,38,46,4,6,4,2,3,1,6,2,5,1,0,0,0,0,2,0,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
509,1,8,37,38,39,34,42,4,4,3,2,3,0,5,6,6,3,0,2,0,2,0,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
510,2,1,50,32,38,31,36,2,6,5,2,2,3,5,2,6,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
511,2,5,26,47,44,45,43,1,4,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
512,2,8,36,46,42,41,39,5,5,5,2,2,0,6,5,5,2,1,2,0,1,0,1,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
513,3,5,40,43,45,42,44,3,2,5,1,1,1,6,5,6,1,1,0,1,0,0,1,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
514,0,7,40,43,50,44,34,8,7,6,3,0,0,6,6,6,3,0,3,0,0,3,0,5,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
515,4,1,34,38,45,48,45,3,5,3,2,1,1,6,5,6,4,3,3,1,0,0,1,2,1,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
516,2,1,45,38,35,40,40,3,5,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
517,0,2,23,52,49,44,44,6,10,5,3,0,5,6,6,5,0,0,3,0,0,4,0,4,3,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
518,2,1,34,41,41,32,44,3,4,6,2,2,2,6,2,6,2,2,1,2,1,0,0,2,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
519,1,5,39,39,48,40,48,2,5,2,0,2,3,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
520,1,6,41,36,47,42,36,5,9,2,3,2,6,6,6,6,3,0,3,3,0,0,2,2,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
521,1,5,34,42,37,50,53,5,9,5,2,2,4,5,3,5,2,2,3,2,2,0,0,0,0,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
522,2,8,38,38,39,38,48,1,0,5,0,2,0,6,3,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
523,3,1,42,38,40,40,43,2,2,3,0,0,6,5,4,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
524,0,7,36,42,46,34,41,5,6,5,0,0,0,6,6,5,0,0,3,0,0,0,3,0,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
525,0,7,33,43,45,38,32,4,6,5,0,0,0,6,6,6,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
526,2,4,37,34,33,44,45,1,0,2,2,2,2,6,2,5,2,2,2,2,0,0,1,2,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
527,3,8,29,44,53,55,56,4,6,5,1,1,6,0,6,3,1,1,1,0,0,0,3,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
528,4,3,20,43,38,43,45,2,4,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
529,0,6,45,30,44,30,31,6,6,4,0,2,0,4,5,5,4,0,3,0,0,2,0,3,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
530,2,0,42,39,45,47,29,5,5,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
531,1,6,43,47,46,43,42,3,9,5,2,2,1,6,3,6,5,0,2,0,1,0,1,0,2,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
532,4,8,45,40,50,30,46,3,2,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
533,3,8,46,29,41,45,35,3,8,5,2,1,2,6,6,5,3,3,2,1,0,0,2,2,2,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
534,0,8,33,41,41,53,49,4,2,4,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
535,1,5,32,39,41,32,37,5,6,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
536,2,5,20,54,43,52,51,4,2,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
537,1,8,45,40,52,29,38,4,5,5,4,0,6,6,2,4,6,0,2,3,2,0,2,3,2,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
538,0,8,49,45,39,49,37,5,6,6,0,3,0,5,4,5,3,0,3,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
539,3,7,43,38,37,48,35,1,1,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
540,2,8,47,38,46,47,46,4,7,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
541,3,5,24,48,45,47,53,0,2,6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
542,3,8,26,42,45,37,43,1,1,5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
543,3,8,38,45,46,48,45,4,6,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
544,2,2,43,45,52,35,34,4,9,6,1,1,5,6,5,5,2,0,2,1,2,4,1,0,1,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
545,1,8,44,44,39,38,44,3,5,6,0,0,0,5,0,5,2,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
546,0,1,48,36,41,38,34,7,5,5,0,2,0,6,4,5,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
547,2,6,51,41,43,47,36,2,5,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
548,3,7,27,37,52,59,42,1,2,2,2,0,2,6,2,6,2,2,0,0,0,0,1,2,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
549,1,5,20,35,39,40,54,1,3,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
550,0,8,48,37,47,44,28,5,2,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
551,1,5,25,47,47,39,41,3,3,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
552,0,8,34,37,36,48,50,1,4,6,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
553,2,5,28,48,47,36,49,3,9,4,2,1,0,6,4,5,3,0,3,0,3,3,3,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
554,0,5,52,29,45,48,44,3,2,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
555,1,5,46,26,43,43,45,2,0,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
556,1,0,42,43,43,43,50,5,6,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
557,3,5,38,33,38,43,48,2,2,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
558,0,8,34,38,48,42,44,1,4,6,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
559,1,8,21,46,45,52,50,2,5,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
560,0,8,31,39,42,49,41,7,9,5,2,2,0,6,2,3,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
561,3,8,28,40,49,45,49,4,4,6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
562,0,8,46,41,41,45,45,2,4,6,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
563,2,8,42,44,49,36,47,3,5,5,1,0,3,6,2,6,2,0,2,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
564,2,5,58,43,35,41,51,3,3,6,0,1,1,6,2,6,0,0,0,0,0,0,1,0,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
565,1,5,44,42,42,31,40,4,6,5,0,3,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
566,3,7,31,37,46,44,39,8,3,2,6,0,0,6,3,5,1,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
567,3,5,39,34,47,47,36,2,3,5,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
568,0,8,45,47,39,49,46,1,2,5,2,2,2,5,4,6,0,0,2,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
569,0,8,53,44,54,37,38,3,6,6,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
570,2,5,46,34,45,41,42,3,5,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
571,2,0,32,45,45,37,56,2,4,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
572,2,6,38,47,38,31,39,5,8,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
573,0,5,21,52,45,50,53,4,8,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
574,2,6,48,31,34,36,37,8,6,6,1,1,1,6,3,6,1,0,1,0,0,0,1,0,0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
575,4,7,27,46,49,39,39,5,5,5,0,0,2,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
576,2,8,55,29,33,47,28,2,1,6,1,0,0,5,2,6,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
577,2,1,20,45,35,40,49,3,6,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
578,1,5,44,42,47,47,48,2,4,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
579,1,8,46,45,41,51,41,2,5,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
580,3,5,46,39,48,50,51,1,1,6,1,0,2,4,1,6,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
581,0,5,34,45,50,44,47,3,5,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
582,2,7,25,40,38,43,27,8,5,6,1,1,1,6,2,6,2,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
583,0,7,27,50,49,41,37,6,8,6,0,4,0,6,5,6,0,0,5,0,4,2,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
584,2,6,39,48,56,41,48,5,6,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
585,0,7,42,40,42,46,39,3,9,5,0,0,3,6,4,6,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
586,1,8,33,41,44,35,47,7,7,2,0,2,0,3,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
587,0,6,43,36,54,36,40,5,7,2,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
588,0,7,39,42,44,48,28,4,8,5,5,2,4,6,6,6,0,0,0,0,0,3,3,0,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
589,1,1,31,50,49,49,43,3,6,5,3,1,3,6,6,6,1,0,1,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
590,4,7,24,39,48,37,45,5,6,2,1,0,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
591,2,4,30,40,42,39,46,3,7,3,3,2,1,6,6,5,2,0,2,1,0,0,1,1,0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
592,2,8,40,37,44,32,52,3,3,6,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
593,2,6,14,46,47,46,54,2,5,5,0,0,0,6,6,6,2,3,2,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
594,1,6,35,46,46,47,46,4,8,5,0,3,0,6,5,5,3,0,0,0,0,4,0,0,2,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
595,2,1,32,36,42,35,37,7,8,5,2,3,4,6,5,5,2,0,3,0,2,3,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
596,3,6,39,41,43,34,45,3,8,6,1,1,2,6,1,4,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
597,0,1,23,45,51,49,48,5,9,5,2,0,0,5,5,5,3,0,4,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
598,4,6,32,37,44,38,46,6,9,1,1,1,2,6,4,5,1,1,0,0,0,6,1,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
599,3,6,36,41,42,46,44,3,4,5,1,0,2,6,6,6,1,0,0,0,0,2,1,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
600,0,7,41,39,48,43,35,5,7,4,0,2,0,5,6,6,0,0,0,0,0,2,0,0,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
601,3,5,43,36,42,54,43,2,2,6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
602,0,7,46,47,51,44,34,8,9,4,5,0,0,6,6,5,4,0,4,0,3,4,0,0,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
603,0,7,41,28,38,29,46,5,9,6,3,0,0,6,6,5,0,0,0,0,0,3,0,0,0,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
604,0,7,54,33,51,39,34,5,8,6,3,0,2,6,6,3,0,0,2,0,0,6,3,3,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
605,1,8,29,34,43,33,43,2,5,5,0,0,2,6,5,5,2,0,2,0,2,2,3,0,3,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
606,2,7,40,42,48,49,45,2,4,5,0,0,5,6,5,4,1,0,0,0,0,0,0,2,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
607,4,5,15,47,57,51,34,2,4,5,3,1,2,6,6,6,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
608,0,8,31,40,38,52,36,3,9,5,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
609,3,7,35,40,52,55,41,2,6,2,1,0,0,6,3,3,1,1,0,1,0,0,1,0,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
610,1,8,21,48,54,44,49,5,10,6,6,4,4,6,6,6,6,2,4,2,3,4,2,0,3,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
611,4,6,48,34,36,50,30,8,5,4,1,0,1,5,5,4,3,3,0,0,0,0,1,0,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
612,1,7,27,46,52,44,37,4,10,6,1,2,0,6,6,6,2,0,3,0,0,3,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
613,1,8,29,42,42,51,46,5,9,5,0,0,0,6,5,5,0,2,0,0,0,3,0,0,2,6,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
614,2,8,25,41,45,41,39,3,4,1,1,1,1,6,6,6,1,0,4,0,1,5,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
615,1,5,54,38,44,32,37,4,6,6,3,2,5,5,6,6,3,0,2,0,0,6,0,0,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
616,1,4,33,44,41,37,44,7,5,3,2,0,3,6,3,4,3,3,3,3,0,0,3,3,2,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
617,2,5,37,39,43,48,40,6,9,6,0,0,1,6,2,2,0,0,1,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
618,3,7,46,41,45,39,34,7,9,2,6,1,6,6,6,6,2,1,0,0,0,2,1,2,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
619,3,6,27,48,44,39,47,2,6,3,2,2,3,6,6,5,0,0,0,1,0,5,2,0,2,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
620,1,8,35,47,52,44,42,5,6,5,0,2,0,6,3,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
621,4,5,29,33,51,37,46,1,3,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
622,0,3,41,30,43,52,28,7,7,5,0,0,0,6,5,6,0,0,4,0,4,2,0,0,0,6,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
623,2,5,27,44,45,34,44,6,7,5,0,1,0,6,2,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
624,2,5,34,43,44,45,52,2,1,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
625,3,5,32,40,43,41,31,8,4,6,0,1,0,6,1,6,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
626,2,0,36,40,37,43,44,1,5,6,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
